,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Peptic ulcer disease,high_fever,lethargy,anxiety,chest_pain
Dengue,cramps,weight_gain,family_history,back_pain
Hypoglycemia,family_history,skin_rash,pain_during_bowel_movements,loss_of_appetite
AIDS,restlessness,burning_micturition,excessive_hunger,yellowing_of_eyes
Hyperthyroidism,indigestion,vomiting,bruising,fatigue
Hepatitis C,swelling_of_stomach,stomach_pain,cough,weakness_of_one_body_side
Chronic cholestasis,dark_urine,yellowing_of_eyes,mood_swings,nodal_skin_eruptions
Typhoid,dark_urine,altered_sensorium,dischromic_patches,obesity
Typhoid,burning_micturition,nausea,constipation,irritation_in_anus
Hepatitis D,yellowish_skin,bruising,indigestion,spotting_urination
Hepatitis B,abdominal_pain,watering_from_eyes,headache,swelling_of_stomach
Jaundice,bloody_stool,acidity,chills,shivering
AIDS,abdominal_pain,neck_pain,cough,indigestion
Heart attack,swelling_of_stomach,pain_in_anal_region,watering_from_eyes,blurred_and_distorted_vision
Chronic cholestasis,neck_pain,yellowish_skin,burning_micturition,weakness_in_limbs
Peptic ulcer disease,altered_sensorium,dark_urine,yellowish_skin,breathlessness
Paralysis (brain hemorrhage),stomach_pain,headache,sweating,cold_hands_and_feets
Jaundice,nodal_skin_eruptions,chest_pain,obesity,swelling_of_stomach
Drug Reaction,shivering,constipation,weakness_of_one_body_side,family_history
Hypothyroidism,constipation,cold_hands_and_feets,lethargy,chills
Heart attack,family_history,obesity,chest_pain,pain_during_bowel_movements
Hypoglycemia,itching,vomiting,nausea,irritation_in_anus
Allergy,bloody_stool,skin_rash,weakness_in_limbs,chills
Hepatitis C,pain_during_bowel_movements,chest_pain,watering_from_eyes,excessive_hunger
Gastroenteritis,bruising,neck_pain,indigestion,itching
Malaria,yellowing_of_eyes,lethargy,mood_swings,high_fever
Hypothyroidism,spotting_urination,swelling_of_stomach,weight_gain,irritation_in_anus
Diabetes,swelling_of_stomach,chest_pain,itching,weakness_of_one_body_side
Paralysis (brain hemorrhage),headache,restlessness,weakness_of_one_body_side,pain_in_anal_region
Hepatitis D,stomach_pain,dischromic_patches,continuous_sneezing,anxiety
Drug Reaction,bloody_stool,watering_from_eyes,cramps,indigestion
Typhoid,chills,blurred_and_distorted_vision,weight_gain,loss_of_appetite
Jaundice,headache,indigestion,high_fever,mood_swings
Allergy,weakness_in_limbs,stomach_pain,constipation,chest_pain
Cervical spondylosis,ulcers_on_tongue,irritation_in_anus,swelling_of_stomach,nausea
Hyperthyroidism,acidity,continuous_sneezing,burning_micturition,loss_of_balance
Dengue,mood_swings,chest_pain,continuous_sneezing,shivering
Chicken pox,nodal_skin_eruptions,yellowing_of_eyes,distention_of_abdomen,obesity
Typhoid,stomach_pain,indigestion,blurred_and_distorted_vision,chest_pain
GERD,bruising,restlessness,altered_sensorium,skin_rash
Hepatitis C,burning_micturition,breathlessness,headache,dizziness
Pneumonia,pain_in_anal_region,distention_of_abdomen,nodal_skin_eruptions,indigestion
AIDS,watering_from_eyes,distention_of_abdomen,stomach_pain,dizziness
Allergy,nodal_skin_eruptions,yellowish_skin,cramps,dischromic_patches
Hypoglycemia,nausea,restlessness,lethargy,headache
Peptic ulcer disease,irritation_in_anus,cramps,constipation,skin_rash
Alcoholic hepatitis,acidity,dark_urine,cough,continuous_sneezing
Hepatitis B,distention_of_abdomen,nausea,chills,vomiting
Paralysis (brain hemorrhage),spotting_urination,mood_swings,weight_loss,dischromic_patches
Pneumonia,family_history,excessive_hunger,vomiting,dizziness
AIDS,breathlessness,altered_sensorium,obesity,dizziness
Bronchial Asthma,weakness_of_one_body_side,nausea,indigestion,bruising
Chicken pox,weight_gain,distention_of_abdomen,nodal_skin_eruptions,watering_from_eyes
Malaria,anxiety,excessive_hunger,itching,pain_in_anal_region
Hypoglycemia,loss_of_balance,pain_during_bowel_movements,yellowish_skin,mood_swings
Hepatitis A,burning_micturition,high_fever,cramps,joint_pain
Hypoglycemia,stomach_pain,chest_pain,nodal_skin_eruptions,nausea
Jaundice,sweating,restlessness,weakness_of_one_body_side,swelling_of_stomach
Diabetes,dischromic_patches,chills,joint_pain,restlessness
Dimorphic hemmorhoids(piles),yellowing_of_eyes,skin_rash,neck_pain,irritation_in_anus
Chronic cholestasis,family_history,restlessness,back_pain,weakness_in_limbs
Drug Reaction,bloody_stool,weight_gain,back_pain,vomiting
Allergy,abdominal_pain,loss_of_balance,spotting_urination,weakness_in_limbs
Hypertension,headache,constipation,neck_pain,abdominal_pain
Common Cold,pain_during_bowel_movements,weakness_of_one_body_side,back_pain,bloody_stool
Alcoholic hepatitis,cramps,pain_during_bowel_movements,joint_pain,weight_gain
Heart attack,shivering,indigestion,weight_gain,acidity
Hepatitis E,weakness_in_limbs,lethargy,altered_sensorium,back_pain
Malaria,acidity,mood_swings,back_pain,chills
Typhoid,skin_rash,pain_during_bowel_movements,family_history,anxiety
Cervical spondylosis,vomiting,yellowish_skin,chills,bruising
Jaundice,weight_gain,pain_during_bowel_movements,acidity,dizziness
Tuberculosis,back_pain,excessive_hunger,dischromic_patches,chest_pain
Allergy,excessive_hunger,high_fever,acidity,headache
Diabetes,cough,constipation,chest_pain,skin_rash
Dimorphic hemmorhoids(piles),vomiting,distention_of_abdomen,nausea,anxiety
Jaundice,indigestion,neck_pain,loss_of_appetite,cold_hands_and_feets
Hepatitis E,sweating,burning_micturition,indigestion,stomach_pain
Allergy,bruising,irritation_in_anus,weight_gain,itching
Hepatitis D,chest_pain,joint_pain,watering_from_eyes,acidity
Pneumonia,mood_swings,skin_rash,excessive_hunger,bloody_stool
Bronchial Asthma,headache,weakness_in_limbs,constipation,weight_loss
Bronchial Asthma,dizziness,joint_pain,fatigue,shivering
Alcoholic hepatitis,back_pain,lethargy,weight_loss,chest_pain
Drug Reaction,bruising,nausea,itching,excessive_hunger
Varicose veins,bloody_stool,dizziness,chills,dark_urine
Bronchial Asthma,pain_during_bowel_movements,yellowish_skin,bloody_stool,indigestion
Hepatitis B,back_pain,mood_swings,constipation,watering_from_eyes
Chicken pox,bruising,yellowish_skin,pain_during_bowel_movements,fatigue
Tuberculosis,blurred_and_distorted_vision,acidity,burning_micturition,weakness_in_limbs
Hepatitis A,obesity,family_history,fatigue,altered_sensorium
GERD,obesity,skin_rash,bruising,ulcers_on_tongue
Varicose veins,constipation,loss_of_appetite,itching,joint_pain
Hyperthyroidism,dizziness,neck_pain,headache,lethargy
Drug Reaction,dischromic_patches,watering_from_eyes,bruising,constipation
Alcoholic hepatitis,family_history,yellowish_skin,continuous_sneezing,shivering
Cervical spondylosis,irritation_in_anus,weakness_of_one_body_side,mood_swings,obesity
Allergy,dischromic_patches,continuous_sneezing,lethargy,indigestion
Chronic cholestasis,weakness_of_one_body_side,sweating,fatigue,shivering
Typhoid,altered_sensorium,neck_pain,continuous_sneezing,obesity
Hepatitis B,dischromic_patches,cough,chest_pain,pain_during_bowel_movements
Migraine,cramps,altered_sensorium,indigestion,yellowish_skin
Dimorphic hemmorhoids(piles),sweating,chest_pain,altered_sensorium,acidity
Chronic cholestasis,swelling_of_stomach,restlessness,loss_of_appetite,altered_sensorium
Dengue,fatigue,skin_rash,breathlessness,loss_of_balance
Dimorphic hemmorhoids(piles),neck_pain,weight_gain,headache,ulcers_on_tongue
Chronic cholestasis,abdominal_pain,loss_of_balance,stomach_pain,swelling_of_stomach
Tuberculosis,constipation,cramps,chest_pain,joint_pain
Gastroenteritis,neck_pain,stomach_pain,weight_loss,skin_rash
Peptic ulcer disease,distention_of_abdomen,cramps,breathlessness,swelling_of_stomach
Varicose veins,lethargy,dischromic_patches,ulcers_on_tongue,back_pain
Drug Reaction,pain_during_bowel_movements,spotting_urination,skin_rash,headache
Hypoglycemia,dark_urine,blurred_and_distorted_vision,spotting_urination,continuous_sneezing
Cervical spondylosis,yellowish_skin,cough,loss_of_appetite,shivering
Gastroenteritis,cold_hands_and_feets,weight_loss,abdominal_pain,ulcers_on_tongue
Cervical spondylosis,weight_loss,headache,chills,cough
Peptic ulcer disease,cough,itching,nausea,obesity
Hypertension,dark_urine,chills,shivering,neck_pain
Hypertension,itching,lethargy,watering_from_eyes,loss_of_appetite
Pneumonia,burning_micturition,irritation_in_anus,family_history,joint_pain
Hepatitis B,stomach_pain,cough,breathlessness,blurred_and_distorted_vision
Hepatitis D,lethargy,watering_from_eyes,yellowish_skin,nausea
Dimorphic hemmorhoids(piles),continuous_sneezing,joint_pain,blurred_and_distorted_vision,weight_gain
Hepatitis A,spotting_urination,weakness_in_limbs,dischromic_patches,swelling_of_stomach
Hypertension,cramps,weakness_in_limbs,cold_hands_and_feets,dischromic_patches
Bronchial Asthma,cramps,headache,weight_gain,family_history
GERD,irritation_in_anus,chills,dizziness,fatigue
Typhoid,dischromic_patches,burning_micturition,loss_of_balance,nausea
Chicken pox,bruising,chills,headache,high_fever
AIDS,acidity,cough,distention_of_abdomen,pain_in_anal_region
Hypothyroidism,joint_pain,family_history,ulcers_on_tongue,vomiting
Drug Reaction,itching,bruising,ulcers_on_tongue,altered_sensorium
Peptic ulcer disease,breathlessness,irritation_in_anus,weakness_in_limbs,blurred_and_distorted_vision
Migraine,chills,altered_sensorium,yellowish_skin,spotting_urination
Hypoglycemia,chest_pain,ulcers_on_tongue,back_pain,blurred_and_distorted_vision
Hepatitis C,distention_of_abdomen,bruising,breathlessness,pain_in_anal_region
Dimorphic hemmorhoids(piles),loss_of_appetite,constipation,dizziness,cramps
Jaundice,cramps,irritation_in_anus,blurred_and_distorted_vision,burning_micturition
Diabetes,obesity,family_history,vomiting,blurred_and_distorted_vision
Hepatitis B,chest_pain,skin_rash,mood_swings,loss_of_appetite
Dimorphic hemmorhoids(piles),distention_of_abdomen,skin_rash,breathlessness,pain_in_anal_region
Pneumonia,headache,dark_urine,watering_from_eyes,cough
Varicose veins,yellowing_of_eyes,dischromic_patches,headache,cramps
Hypothyroidism,burning_micturition,headache,indigestion,pain_during_bowel_movements
Bronchial Asthma,cramps,pain_in_anal_region,itching,restlessness
Fungal infection,lethargy,blurred_and_distorted_vision,acidity,shivering
Hypertension,vomiting,loss_of_appetite,altered_sensorium,weight_loss
Hepatitis B,dark_urine,ulcers_on_tongue,shivering,headache
Hepatitis E,itching,pain_during_bowel_movements,mood_swings,blurred_and_distorted_vision
Dimorphic hemmorhoids(piles),chills,dark_urine,spotting_urination,headache
Bronchial Asthma,swelling_of_stomach,continuous_sneezing,indigestion,sweating
Migraine,continuous_sneezing,back_pain,stomach_pain,cold_hands_and_feets
Tuberculosis,cough,constipation,neck_pain,nodal_skin_eruptions
Dengue,burning_micturition,dizziness,weakness_of_one_body_side,neck_pain
Typhoid,pain_in_anal_region,blurred_and_distorted_vision,cramps,skin_rash
Hypertension,stomach_pain,nodal_skin_eruptions,obesity,mood_swings
GERD,neck_pain,yellowing_of_eyes,swelling_of_stomach,loss_of_appetite
Pneumonia,swelling_of_stomach,neck_pain,abdominal_pain,yellowing_of_eyes
Chicken pox,family_history,weight_gain,sweating,stomach_pain
Hepatitis A,neck_pain,mood_swings,obesity,distention_of_abdomen
Hyperthyroidism,excessive_hunger,altered_sensorium,continuous_sneezing,sweating
Peptic ulcer disease,weight_gain,weight_loss,loss_of_balance,altered_sensorium
Hyperthyroidism,cough,bloody_stool,constipation,nodal_skin_eruptions
Dimorphic hemmorhoids(piles),shivering,weight_loss,vomiting,burning_micturition
Tuberculosis,loss_of_balance,lethargy,high_fever,yellowish_skin
Migraine,skin_rash,weakness_of_one_body_side,loss_of_balance,fatigue
Alcoholic hepatitis,pain_during_bowel_movements,continuous_sneezing,weakness_of_one_body_side,swelling_of_stomach
Heart attack,breathlessness,weakness_of_one_body_side,blurred_and_distorted_vision,lethargy
Bronchial Asthma,obesity,weakness_of_one_body_side,back_pain,dizziness
Hyperthyroidism,breathlessness,abdominal_pain,obesity,acidity
Gastroenteritis,cold_hands_and_feets,indigestion,back_pain,yellowish_skin
Hypothyroidism,distention_of_abdomen,nodal_skin_eruptions,pain_in_anal_region,sweating
Hepatitis B,dark_urine,indigestion,itching,headache
Migraine,dark_urine,altered_sensorium,pain_in_anal_region,burning_micturition
Hepatitis E,dischromic_patches,yellowing_of_eyes,fatigue,skin_rash
Hepatitis E,constipation,lethargy,swelling_of_stomach,weakness_of_one_body_side
Hepatitis C,dark_urine,cough,back_pain,nodal_skin_eruptions
Allergy,dark_urine,watering_from_eyes,ulcers_on_tongue,fatigue
Migraine,pain_during_bowel_movements,distention_of_abdomen,mood_swings,obesity
Hepatitis E,fatigue,spotting_urination,vomiting,indigestion
Tuberculosis,cough,weakness_in_limbs,headache,yellowish_skin
Gastroenteritis,weight_loss,irritation_in_anus,weakness_of_one_body_side,weight_gain
Migraine,altered_sensorium,burning_micturition,stomach_pain,dark_urine
Dengue,pain_in_anal_region,headache,bruising,cramps
Jaundice,cramps,yellowish_skin,blurred_and_distorted_vision,back_pain
AIDS,mood_swings,headache,ulcers_on_tongue,spotting_urination
Peptic ulcer disease,dark_urine,cold_hands_and_feets,vomiting,blurred_and_distorted_vision
Hepatitis C,swelling_of_stomach,high_fever,vomiting,mood_swings
Alcoholic hepatitis,ulcers_on_tongue,back_pain,headache,weakness_in_limbs
Jaundice,cramps,yellowing_of_eyes,loss_of_appetite,mood_swings
Hypoglycemia,neck_pain,pain_in_anal_region,dark_urine,restlessness
AIDS,loss_of_appetite,cramps,family_history,chills
Tuberculosis,restlessness,skin_rash,sweating,breathlessness
Hypoglycemia,spotting_urination,lethargy,obesity,excessive_hunger
Hepatitis B,skin_rash,weakness_of_one_body_side,cold_hands_and_feets,constipation
Hypothyroidism,pain_during_bowel_movements,dark_urine,weight_gain,irritation_in_anus
Chicken pox,loss_of_appetite,itching,yellowish_skin,anxiety
Diabetes,dark_urine,family_history,irritation_in_anus,back_pain
Drug Reaction,bruising,watering_from_eyes,high_fever,neck_pain
Varicose veins,ulcers_on_tongue,dischromic_patches,yellowish_skin,indigestion
Hepatitis C,weakness_in_limbs,burning_micturition,fatigue,pain_in_anal_region
GERD,shivering,bruising,restlessness,nausea
Tuberculosis,anxiety,shivering,cold_hands_and_feets,weight_gain
Heart attack,chills,cold_hands_and_feets,irritation_in_anus,yellowish_skin
AIDS,nausea,swelling_of_stomach,vomiting,restlessness
Paralysis (brain hemorrhage),irritation_in_anus,chest_pain,high_fever,swelling_of_stomach
Hypoglycemia,chills,burning_micturition,bloody_stool,dizziness
Dimorphic hemmorhoids(piles),obesity,cold_hands_and_feets,nodal_skin_eruptions,skin_rash
Dengue,obesity,acidity,yellowing_of_eyes,cramps
AIDS,weight_gain,pain_during_bowel_movements,pain_in_anal_region,shivering
GERD,pain_during_bowel_movements,weight_loss,vomiting,cough
Alcoholic hepatitis,weakness_of_one_body_side,indigestion,watering_from_eyes,yellowing_of_eyes
Hypoglycemia,high_fever,excessive_hunger,dischromic_patches,neck_pain
Gastroenteritis,constipation,high_fever,itching,fatigue
Hepatitis E,stomach_pain,burning_micturition,obesity,family_history
Hypoglycemia,excessive_hunger,obesity,pain_during_bowel_movements,weight_loss
Tuberculosis,ulcers_on_tongue,stomach_pain,mood_swings,excessive_hunger
Pneumonia,chest_pain,dischromic_patches,cold_hands_and_feets,cramps
Hyperthyroidism,chest_pain,pain_in_anal_region,constipation,loss_of_balance
Dimorphic hemmorhoids(piles),fatigue,anxiety,cramps,ulcers_on_tongue
Gastroenteritis,breathlessness,abdominal_pain,mood_swings,family_history
Hepatitis C,distention_of_abdomen,joint_pain,fatigue,blurred_and_distorted_vision
Hepatitis C,swelling_of_stomach,weakness_in_limbs,dizziness,restlessness
Hepatitis B,pain_in_anal_region,abdominal_pain,bruising,weakness_of_one_body_side
Typhoid,vomiting,family_history,stomach_pain,anxiety
Diabetes,shivering,bloody_stool,yellowing_of_eyes,dizziness
Hepatitis C,skin_rash,stomach_pain,obesity,itching
GERD,nodal_skin_eruptions,acidity,bloody_stool,anxiety
Hepatitis E,altered_sensorium,loss_of_appetite,weakness_in_limbs,sweating
Jaundice,continuous_sneezing,burning_micturition,stomach_pain,sweating
Diabetes,bloody_stool,cold_hands_and_feets,cramps,continuous_sneezing
Paralysis (brain hemorrhage),itching,cold_hands_and_feets,mood_swings,high_fever
GERD,indigestion,nausea,altered_sensorium,dizziness
Migraine,dark_urine,chills,weight_gain,anxiety
Typhoid,obesity,indigestion,weakness_of_one_body_side,lethargy
Alcoholic hepatitis,weakness_in_limbs,weakness_of_one_body_side,abdominal_pain,breathlessness
Bronchial Asthma,breathlessness,obesity,yellowing_of_eyes,loss_of_appetite
Pneumonia,loss_of_balance,altered_sensorium,pain_in_anal_region,swelling_of_stomach
Typhoid,sweating,chest_pain,acidity,distention_of_abdomen
Fungal infection,stomach_pain,restlessness,obesity,family_history
Hypertension,restlessness,weight_gain,nausea,continuous_sneezing
Hypoglycemia,nausea,bloody_stool,irritation_in_anus,vomiting
AIDS,distention_of_abdomen,stomach_pain,yellowish_skin,bruising
Drug Reaction,stomach_pain,yellowish_skin,neck_pain,acidity
Fungal infection,altered_sensorium,anxiety,weakness_of_one_body_side,shivering
Chronic cholestasis,lethargy,distention_of_abdomen,itching,shivering
Hypoglycemia,burning_micturition,chest_pain,spotting_urination,breathlessness
Hypertension,nausea,abdominal_pain,excessive_hunger,cough
Hepatitis D,skin_rash,blurred_and_distorted_vision,ulcers_on_tongue,pain_during_bowel_movements
